Atmospheric Density,Surface Temperature,Gravity,Water Content,Mineral Abundance,Orbital Period,Proximity to Star,Magnetic Field Strength,Radiation Levels,Atmospheric Composition Index
0.5579939,-2.3075728,-3.0653374,0.079845876,3.3395116,1.8229537,0.26670286,Category_10,Category_12,-0.8930157
1.504085,-2.2315695,-1.2102724,0.661996,-1.3198084,-2.7222757,1.968458,Category_13,Category_9,-1.8687263
5.5987167,-1.1157959,-1.4075656,1.3081405,-0.4561369,0.5336795,0.7529593,Category_12,Category_7,-0.7565979
-0.18266638,0.56309986,-0.3465927,3.8900824,-0.12730289,0.10495927,0.5266572,Category_7,Category_8,-1.301879
3.5884643,0.71109396,-1.3575673,1.240743,0.52215606,-0.42640042,1.9320912,Category_7,Category_10,-0.6117604
-1.1793857,-2.8698626,-1.199677,2.4912403,-0.060590953,-1.2651289,1.1541044,Category_10,Category_10,0.13455576
-1.0590755,2.9170234,-2.6057508,-0.6317032,-0.7881984,0.37761736,1.0962003,Category_13,Category_6,2.1502955
-0.4256715,1.0443633,0.22297975,3.0106056,1.8323463,-1.2610193,-0.26141438,Category_8,Category_9,-1.0417526
0.14107358,2.708739,-0.01781866,2.6984754,0.52026045,-1.8290435,-0.50570595,Category_10,Category_6,-0.4509394
-3.6246746,-1.0967714,-0.04403512,0.41164565,-1.7933991,-0.9306744,1.4964167,Category_8,Category_7,0.20519301
-1.5132633,-3.6537824,-2.1880548,2.5044918,0.4231844,0.14481556,2.8174915,Category_9,Category_9,-0.1922423
0.8095158,-0.74974525,-2.2381978,-0.4761,2.9224453,2.0726972,-0.5574457,Category_8,Category_8,-0.6255047
-0.84418225,-1.3155351,-0.42943844,-1.7841582,1.8448596,0.27402604,0.85585946,Category_7,Category_10,1.5509773
-1.6001396,3.1058202,-1.7465788,-1.0932649,-0.8741749,-0.62115073,1.488209,Category_11,Category_7,2.1452017
-0.66925025,2.5277548,-2.913838,-1.5075766,0.35312417,0.2608705,2.1112077,Category_13,Category_6,2.2838516
-1.8809897,1.278951,-0.34179407,0.63095105,0.36095843,-0.88395023,0.33798033,Category_7,Category_12,-0.58054286
0.69557637,2.5387125,-2.8544452,0.36294556,-2.2456303,-0.24857956,-0.21945757,Category_16,Category_12,0.5771356
-1.4445572,3.294519,-1.5104424,-1.2526791,-0.8604795,-0.14695221,1.3918549,Category_11,Category_6,1.131414
0.21071579,-2.427645,-3.0471258,-0.7304941,0.8756191,-2.232789,0.60333955,Category_13,Category_9,-0.8854737
-0.6169354,3.458335,-2.603573,-1.1105328,-0.50824773,0.07320331,1.4526898,Category_16,Category_9,1.7320712
-1.9172733,1.7834966,-0.5492033,-0.41914955,1.0593355,-0.5479665,-0.6707668,Category_9,Category_11,-0.98617387
2.4194021,-2.364661,-1.2841619,-1.5431412,-0.4563779,-0.59528625,0.023623163,Category_8,Category_8,-0.66488546
0.35356525,3.2228897,-1.640459,0.3211915,1.9793713,0.5919771,-1.9889628,Category_12,Category_10,-0.023082733
-0.46917972,-2.6359208,-3.0377479,-0.76127064,-0.03954518,-1.8672329,-0.2073794,Category_13,Category_9,-0.8872367
-0.036636464,-2.8162005,-3.3904266,-0.45808047,-0.7451396,-1.7292061,0.35042801,Category_12,Category_9,-1.6894184
0.1416682,-2.1075177,-3.067763,-0.7234534,2.1376696,-0.036173254,-0.35949326,Category_10,Category_10,0.50572956
-0.26144478,3.0066836,-0.7602734,1.1012185,1.4597731,0.8062236,-1.8314918,Category_13,Category_9,1.6890516
2.9681492,-3.6386797,-1.2485467,-1.582656,0.13817862,-1.6992747,-0.31471,Category_10,Category_7,-0.7073
-3.0575757,0.31615594,0.4638315,0.053294852,0.5279925,-0.89359564,-0.31554765,Category_7,Category_11,-1.1438518
-3.764098,-2.5543382,0.746529,0.62349397,-1.2839054,0.10222994,0.8483554,Category_8,Category_11,-0.19406746
-3.6185067,-1.0033177,-0.19730538,0.12525408,-1.8268393,-1.1763278,1.6689274,Category_8,Category_8,0.3998718
-0.035143353,2.5062537,-3.1659682,1.205641,1.3032291,-0.2394878,-1.5259918,Category_11,Category_8,0.35877478
-0.8941593,2.8297648,-2.4315436,-0.3380431,-0.81165826,0.19164045,0.68053985,Category_14,Category_6,1.9616821
0.7350039,1.6261299,-0.4676728,1.1184343,2.5695927,-1.263741,0.34883773,Category_13,Category_8,0.32491103
-0.15478086,-2.817149,-2.875859,-0.24990788,0.24991001,-2.0659366,0.360991,Category_13,Category_9,-1.4389307
-1.6261898,2.822183,-2.277027,-0.734306,-0.4174325,0.80793214,1.3371087,Category_13,Category_6,1.5112326
0.38836688,-3.1956415,-2.5807698,-0.97848487,1.6984866,-0.3696198,-0.5483251,Category_15,Category_8,-1.0346677
0.09386619,-2.808747,-1.5906798,0.20106775,0.056722578,-2.7546144,1.2009116,Category_16,Category_9,-1.0361037
4.3315597,0.335957,-1.824479,1.0903533,0.6422821,-0.6271891,0.8851223,Category_10,Category_7,-0.108306944
-0.48889932,-2.1220844,0.023053125,2.7647414,0.68685836,-2.6700275,1.7291567,Category_9,Category_9,0.14227286
2.7503006,-2.2251022,-2.446419,-1.3352944,1.2768339,-1.1278702,-0.056161046,Category_8,Category_6,0.100148745
3.5806344,-1.9551014,-4.1813235,-1.509742,1.1933869,-0.22707486,-0.55524427,Category_9,Category_9,-1.464017
1.1742879,1.1580603,-0.3268771,4.150566,1.7791992,-0.37256062,1.0403832,Category_5,Category_10,-1.5399677
-1.1409574,-2.1812596,-2.2520528,-0.5048846,-0.7289476,-1.9911512,0.68073136,Category_14,Category_7,-0.42836875
-2.2346678,-1.2442065,-0.17184141,1.6891448,-1.3370647,-1.898808,0.5341912,Category_8,Category_8,0.65972924
0.71059126,-1.4460461,-1.0408385,-3.702935,0.24069229,-0.8754983,-2.5722907,Category_8,Category_7,1.0398263
-0.7103043,-2.7717893,-0.030021667,2.7966905,0.33066982,-2.2862275,1.8731697,Category_10,Category_9,0.7076441
2.4907672,-1.921067,-0.81817126,0.47184685,-0.2678819,-1.6840926,1.7824105,Category_9,Category_8,-0.51299596
-0.39416933,2.3281388,-2.4447224,-0.6989648,1.7497197,-0.6982608,-1.4191738,Category_8,Category_8,0.67434096
-1.275337,2.5482545,-1.5188885,-2.2390542,0.8991231,-2.3916807,-0.16874518,Category_10,Category_10,0.65848625
-0.35253203,1.0982468,-0.2659521,-1.4168918,1.5844601,1.094245,0.27065003,Category_5,Category_6,-0.22513562
-0.77309793,2.6112425,-1.1116419,0.84510267,1.4500135,-0.15182021,-1.6853317,Category_12,Category_11,1.02885
-3.5540624,-0.8876361,-0.24330321,0.43586016,-2.2006826,-1.2395875,1.0512683,Category_8,Category_7,0.39331102
3.9208837,-1.2612333,-1.6557001,1.4401829,-0.9131742,-0.13253728,0.46882522,Category_7,Category_6,-1.1158754
-0.044317085,0.26609087,-0.5951921,2.8528728,0.65072393,-1.0856104,-0.07868852,Category_11,Category_12,-0.9070698
2.4629319,-0.30553126,-1.8351228,-0.3606916,2.3312786,-2.190693,1.8946904,Category_13,Category_10,-0.41034445
-1.7712927,1.9225281,-1.9730849,-1.7033129,-0.28090277,-1.8251209,1.7541453,Category_9,Category_10,1.7071455
0.44462922,1.5026758,0.1293281,3.5593762,1.1362262,-0.04193134,0.86189127,Category_9,Category_8,-1.1541908
0.62720156,0.14303958,-1.0756178,-0.6123658,2.1504745,1.7071146,0.5337812,Category_9,Category_6,-0.18132757
-1.222932,0.82989013,-2.1365247,-0.71129835,1.1225902,0.78521824,1.3231127,Category_6,Category_9,0.90985143
-0.25183466,0.53836143,-2.1489136,-1.3012106,0.0077507347,-1.9896915,-1.3901848,Category_6,Category_8,1.3156099
-1.4354397,0.6440684,0.2152231,2.4808357,0.53063357,-1.38756,-0.26197207,Category_9,Category_7,-0.9151395
-3.8279078,-1.2695477,-0.10375781,0.5967945,-2.2282481,-0.78735566,0.6506876,Category_8,Category_9,0.01702743
-3.3997989,-0.5983278,-0.38949278,0.35890144,-2.0402155,-1.2261838,1.167962,Category_8,Category_7,0.42879534
-1.4190955,2.6715052,-0.87416685,-2.9047205,0.5469106,-1.1236026,0.6781812,Category_11,Category_10,0.048995495
-0.3246109,0.20033555,0.55901885,-1.5733428,1.0297697,0.6331225,-0.8648759,Category_6,Category_6,0.35944444
-2.382358,0.3379966,-1.1252512,-1.2999047,-0.2565769,-1.4752252,0.99374145,Category_6,Category_6,-0.15349692
-0.66080666,-0.20389155,0.76032364,3.0906785,-0.7119487,-2.04978,0.17772941,Category_10,Category_7,0.05714617
0.2042082,-3.3588896,-2.4180396,-1.0841472,-0.37355816,-0.88840365,-0.01273527,Category_15,Category_8,-1.1487069
1.7655097,-0.8184637,-1.1689701,-3.481633,-0.3362887,-0.5249522,-2.3142872,Category_6,Category_10,0.83075875
-0.7485554,2.4580574,-0.7634455,-0.7703224,-1.4019293,-0.30935693,-1.4629267,Category_7,Category_11,1.6456589
-2.0658176,1.7673423,-1.9421932,-0.6346984,0.7949618,-1.5379045,-0.8078234,Category_10,Category_10,1.2798704
-0.35059407,2.278583,-1.5686183,1.7669331,0.8338838,-0.15227109,-0.56538916,Category_12,Category_12,1.6467785
-2.0563192,-0.009666776,-0.09063783,2.3535988,-1.3944293,-0.63305074,0.90896195,Category_9,Category_9,0.81616205
-3.6465032,-1.254032,0.005699504,0.24851435,-2.2242224,-0.98480856,0.8289701,Category_7,Category_9,-0.26326352
-2.4729476,0.9282043,-1.0324543,-1.3694733,-0.79475987,-2.5212965,0.80557704,Category_6,Category_9,1.0117319
-0.7800868,1.761431,-1.0348074,1.1240723,1.9051645,-1.2063628,-0.92486376,Category_10,Category_11,1.625505
-1.2037296,4.0356655,-0.7166455,-0.3116519,1.1956266,-0.8189432,-0.2675813,Category_8,Category_9,1.5796192
-3.8077343,-1.1290861,0.18295023,0.018281829,-1.7616665,-1.1564941,1.438746,Category_7,Category_9,0.38887748
-0.35719195,-2.828595,-3.0005608,-0.4866184,-0.028945232,-1.8684052,0.3054939,Category_14,Category_8,-1.1313049
-2.7366886,0.99351716,-0.9400809,-1.4236335,-0.52635646,-1.2329524,1.5932442,Category_9,Category_7,0.35340923
-1.61582,-3.4880824,-1.4177165,2.1043904,-0.5084645,0.32524523,1.8663554,Category_9,Category_9,-0.40702376
4.8183856,-1.5576862,-0.9022126,0.0648548,-2.078693,1.1879995,0.35379148,Category_10,Category_6,-0.114883795
-1.7209727,0.5615569,0.21402365,2.0048556,0.015177261,-1.5533335,-0.40072158,Category_9,Category_6,-0.55048954
2.8947523,-0.11154382,0.54894835,-0.06808332,0.67888397,-0.03621181,0.5487316,Category_12,Category_4,-0.72532654
-2.4830904,1.3193767,-0.67937046,0.5716807,-0.07608086,-1.0741484,-0.91334385,Category_9,Category_9,0.47848684
2.2062423,0.20962842,-0.5672027,-0.83938915,1.4918507,-1.0242325,0.3872552,Category_11,Category_6,-0.58544195
-1.8433048,1.8599607,0.31500614,1.9968467,-0.016331885,-1.1495215,-0.72003126,Category_9,Category_6,-0.93636763
4.723818,0.7964963,0.9914033,-1.5578481,1.1649191,-1.2565362,0.31480142,Category_12,Category_5,-0.33082676
-3.713523,-3.0176766,0.881975,0.18280075,-0.7447681,0.23309566,1.1854011,Category_8,Category_12,-0.13180949
-0.07572158,-1.4818815,0.4309975,2.4333193,2.431711,0.9816583,0.9864053,Category_8,Category_11,2.3676908
-0.7181556,-1.7535236,-0.30709624,-1.125727,1.4545788,-0.32612836,-0.8433324,Category_15,Category_7,-1.0884491
-1.0225104,3.3726847,0.7457266,-1.7135949,1.3655941,-0.6315754,-0.99730706,Category_9,Category_6,-1.0669596
1.4870113,-1.4852426,0.800257,-3.7421527,1.1082119,-2.5052633,-1.5902419,Category_8,Category_7,1.1258768
1.8243777,1.9015917,1.2474419,3.0453858,1.9178411,-2.797151,1.261944,Category_7,Category_6,-1.3762972
-0.26949292,4.089421,0.24685702,-2.374599,-0.61656034,-0.3009109,1.9939746,Category_12,Category_6,-0.92444825
0.22257997,-1.3456519,0.9919832,-3.243319,3.7879725,2.1898577,0.7028095,Category_5,Category_7,0.11525577
-0.6821067,2.8176148,-1.8306358,-0.9084999,1.8747092,-0.8641844,-0.3907242,Category_7,Category_7,1.8545891
5.7501593,-1.4044201,2.4114184,-1.0450623,-2.3273296,-0.7344322,0.21705218,Category_8,Category_6,0.86506593
-3.8483272,-2.0407248,0.55959046,0.069625475,-1.3079466,0.099416435,1.358862,Category_8,Category_10,-0.3138185
2.3908234,-0.8804036,2.602802,0.6031447,2.8699164,0.85212594,2.4572039,Category_11,Category_8,1.0994594
-0.76057005,-2.449397,1.6123857,-0.46717757,1.1645052,-0.7558727,0.0014036773,Category_17,Category_9,-0.85324395
0.05175936,3.8352683,0.751209,-1.440325,1.1537999,-0.61344385,-1.6945826,Category_8,Category_8,-2.1767347
0.29999194,-2.095763,1.4606485,-3.2688704,0.540345,-0.8008166,-1.4776152,Category_14,Category_11,0.7693932
1.0546929,0.09877474,2.9382887,1.6398807,0.2093665,-4.036005,1.181452,Category_13,Category_9,-0.0718986
0.46415895,3.8813255,-0.5440369,-2.078221,-1.5015457,-0.46077752,1.0384849,Category_12,Category_8,0.24096414
-0.08587675,1.2018371,3.0475276,-1.2002223,1.3272482,1.7010491,0.16760625,Category_7,Category_14,-1.8666912
-2.59116,2.1224573,0.6665707,-1.910218,0.8408679,-0.8964143,0.34567654,Category_11,Category_10,-1.1758097
7.2878933,-1.6794264,-0.38624454,-0.4405942,-3.586536,1.1356096,0.3391236,Category_5,Category_8,1.5882162
-3.773813,-2.6358385,0.9079978,0.21528111,-1.0675123,0.29167092,0.853149,Category_8,Category_12,-0.09704568
3.15119,-1.2391006,3.9992342,1.5969026,2.5970373,2.6265397,0.6997078,Category_11,Category_5,1.9390196
0.12646776,-1.0620993,1.662307,-1.4159427,2.1827073,1.1906327,-0.9073266,Category_14,Category_7,-1.0264927
-1.6725537,1.8699169,1.817526,-1.1570902,0.89983296,0.14763588,-1.3539777,Category_7,Category_9,-3.119193
-1.3384825,-0.121364035,2.7582064,-0.5117921,-0.87402284,-0.5427469,0.005855131,Category_13,Category_12,-0.45240435
2.8022027,0.24355462,1.992634,2.410463,2.9604897,-2.9063823,1.9649357,Category_5,Category_11,-1.1190132
-1.1506233,1.2416029,0.72905177,-0.7449949,0.551684,2.5220103,2.6141322,Category_9,Category_6,-1.5468785
0.05053378,-0.60763764,3.525667,-2.889839,1.9236071,1.3815445,0.42851987,Category_7,Category_11,-0.62452686
-0.5775828,3.7529085,1.2852055,-1.4563934,0.71719676,0.2929043,0.6908057,Category_7,Category_8,-1.2060788
1.0787041,-3.0168467,-1.0239134,-2.3055127,1.9588652,0.12498297,0.1589042,Category_14,Category_5,-0.0004463941
-0.672124,-0.16722071,1.7930075,-2.7866812,2.4795532,1.546969,1.2376474,Category_5,Category_9,-0.3427744
4.997252,-0.436538,0.5210722,-0.3862136,0.8690354,-2.6577623,0.97081214,Category_9,Category_8,-0.36927235
-1.2896407,3.7494123,-0.7698637,-2.2425253,-0.28093994,1.8404969,3.2638712,Category_11,Category_8,-0.15148717
-4.1700974,-1.5065458,0.3115332,-0.3271904,-0.7600798,0.65385336,1.4559202,Category_8,Category_11,-0.21790881
4.4141016,-0.04656032,1.8387475,0.10904294,2.3264577,-2.7161422,1.9715252,Category_12,Category_9,-0.43502703
-0.8270924,4.0788083,-0.25795418,-2.5481782,-0.32238173,1.1808674,3.137856,Category_12,Category_8,-0.47877857
2.1445215,-2.6530702,2.1866844,-2.4100182,-0.36431202,-1.496433,0.503986,Category_14,Category_6,0.79772705
-0.17855942,-1.7939749,2.7100942,-4.318674,-0.45452142,-1.1081929,-0.6358969,Category_7,Category_9,-0.15519482
0.29793996,0.85588145,2.4469595,2.4122918,2.200799,-2.580253,1.0584174,Category_9,Category_7,-0.966257
-2.48368,1.5401099,1.7617129,-1.3732301,1.017365,0.74282753,0.2292469,Category_6,Category_10,-0.928061
5.5715957,-0.8566041,4.0571675,-1.9346125,-1.6374259,-0.7368604,0.41061392,Category_10,Category_8,1.0518347
-3.2717004,-3.1097996,0.5426646,0.8485204,-0.8215704,1.0387607,-1.0884908,Category_9,Category_12,0.6886527
2.7808418,-1.2685956,2.9741416,-1.30873,0.9240653,-1.9657962,0.8565676,Category_14,Category_7,-0.51222116
4.408275,-1.0969621,0.5187957,0.106875375,0.52410716,-1.8627228,1.0371066,Category_10,Category_6,-1.6069629
0.43059734,0.3759732,0.24810827,-1.2198219,2.0436115,1.9623657,0.93391633,Category_4,Category_5,-0.79599786
1.1910431,-3.159346,0.25832954,-0.44187587,0.33745623,-1.5432929,0.65912056,Category_18,Category_8,-1.1977596
-0.48926175,3.4112394,0.27785796,-0.9437253,1.0846938,0.081003875,-1.7013074,Category_8,Category_7,-1.6463158
1.6390742,-1.773103,2.143628,-1.4504905,1.7067986,-0.06367349,-0.07269777,Category_16,Category_9,-0.6209202
-3.4688375,-2.6653838,0.46775365,1.0904688,-1.1486809,1.1933979,-0.94296366,Category_9,Category_11,0.30188367
2.0960798,-0.5985802,0.2689069,-5.265826,0.3055092,-1.5252402,-0.3379271,Category_12,Category_9,0.5274278
4.849314,1.2984163,1.7975335,-1.610044,1.9644245,-2.1311672,0.6573937,Category_11,Category_8,-0.019674012
5.870612,0.40315062,-0.7520837,0.1790027,0.7392174,-1.5693023,2.1536036,Category_9,Category_9,-0.5725135
-2.2977211,1.460492,-0.19889487,-2.771602,1.2064275,-0.4812723,1.5710988,Category_9,Category_9,-1.3745128
1.0312363,-2.9823568,2.218067,-1.0736856,0.74521434,-3.0037758,0.7185147,Category_12,Category_7,0.22847167
0.52841145,-2.9294488,-1.4519584,-3.053828,1.7055218,-1.2777181,-0.5452685,Category_15,Category_9,-0.06477916
-2.4676654,1.6491741,0.84091944,-1.6075697,1.4189408,-0.3635034,-0.84917647,Category_9,Category_9,-0.93729985
-0.94493324,3.5264904,0.71076417,-1.743175,2.9228075,-0.85366255,1.0980128,Category_8,Category_10,0.6614859
2.2916217,-3.3628645,-0.061955675,-2.4845784,2.995986,-0.026188955,0.022015363,Category_16,Category_7,-1.1262518
-1.8422867,1.9274093,0.7349436,-0.8096241,-0.23450476,1.9193264,2.0439122,Category_10,Category_7,-1.8376528
0.5455071,0.24687041,2.438891,2.3083181,3.039894,-3.9833984,1.1578707,Category_8,Category_8,-0.026541226
-1.7664067,1.1958387,0.14229296,-2.4216912,1.992244,0.006945446,1.6991136,Category_4,Category_13,-1.6631044
1.6408796,-0.5559911,3.415544,1.2996455,1.3735654,0.73674375,-0.87182707,Category_10,Category_7,1.264589
-2.5225654,0.03936497,0.71311104,-0.99436784,0.34329677,0.24754667,-0.86811227,Category_9,Category_11,-2.9501991
1.7826319,-2.0905063,1.1478785,-3.7945166,0.6501597,-2.3683076,-2.0380042,Category_12,Category_11,0.029883653
0.551591,4.0247397,0.035052437,-1.9902647,-2.26623,0.91934717,2.0710099,Category_12,Category_8,-0.5658796
2.7550843,-0.82356757,4.469327,2.262705,1.714154,1.4704715,-1.4773915,Category_11,Category_8,2.2023604
2.5402844,-1.5131274,2.5429723,0.5944689,1.5207957,-3.8732631,0.87808233,Category_11,Category_12,-1.0522325
-1.2145762,1.5818841,2.4650218,0.43802255,1.3827679,0.41777843,-2.4157739,Category_9,Category_10,-2.6716228
-2.2610698,2.402376,0.5603523,-1.070053,0.7046506,-0.3721521,0.7153804,Category_7,Category_7,-0.45969543
-2.8096647,-0.15001288,1.0104367,-1.3954642,0.9465365,0.21677814,-0.6349196,Category_7,Category_11,-2.214531
-0.9453937,2.914317,1.8242215,-1.6802889,1.2825968,-0.22656864,0.20709868,Category_7,Category_7,-0.09757926
-2.913562,0.6988334,1.4512825,-0.4332021,1.3566968,0.21401976,-1.290669,Category_10,Category_10,-1.8109809
-3.4526608,-2.3855484,0.3607918,1.1313971,-1.8584563,0.43589854,-0.46393883,Category_9,Category_10,-0.045814045
-0.67118096,-0.8306913,2.1395676,0.810116,1.6334947,0.53243303,-0.27737778,Category_11,Category_10,0.67459047
1.9581062,0.05402243,2.12377,-0.51626885,2.386439,0.84263265,0.9079031,Category_9,Category_5,0.27887708
1.3614197,-2.626275,-0.09003687,-2.946886,0.1128707,-2.3196404,-0.96537614,Category_13,Category_7,0.54990846
-1.2628742,-1.7454967,-1.2646859,-1.9334025,1.6098406,0.27260804,-0.42356977,Category_8,Category_8,1.7382367
-3.7602584,-2.1363626,0.6646231,0.8367901,-1.5298438,0.57099485,0.5313022,Category_8,Category_10,-0.41189107
0.7869439,-2.6228495,-0.5003319,-1.5184014,1.8732055,-0.11614889,-2.1726637,Category_15,Category_5,-1.0879966
2.447113,-0.8993765,4.1690154,1.821845,2.0389307,1.3843664,-0.3444816,Category_10,Category_5,1.160577
-0.29541975,3.3129508,-1.5396206,-0.10650572,2.076986,-1.0803789,-1.0362208,Category_7,Category_8,1.5442924
-1.2028592,2.8313963,1.6500244,-0.77672225,0.7470397,-0.73366356,-1.6568203,Category_8,Category_6,-1.3470895
-1.1883776,0.10773954,-0.51596814,-2.6052284,2.1280165,1.2892551,0.030424923,Category_9,Category_8,0.6652163
-0.36796868,-0.11354019,-0.49966627,-1.4045864,2.0599155,1.7136,0.39843372,Category_6,Category_8,0.23368402
2.015681,-0.92347527,3.93625,0.9362301,1.2813284,1.6213624,-0.63659495,Category_11,Category_5,1.1628261
1.6394608,-0.41778013,3.5869582,1.1297572,1.0073748,1.4153279,0.33809704,Category_11,Category_7,1.9548283
-3.7947164,-2.7066355,0.8704864,0.7622035,-0.770506,-0.0017889179,1.179936,Category_7,Category_11,-0.21479559
0.5311839,-0.7582957,2.687945,2.3538432,2.7886934,1.2206353,-1.0375975,Category_10,Category_10,-0.57654166
-0.19147271,-1.5480402,-1.9299817,-1.5502746,3.8697314,0.65221584,0.66970265,Category_9,Category_10,1.4516938
0.29073146,0.8084635,1.0155187,1.9725456,2.9397323,-2.3483198,0.874981,Category_8,Category_9,-1.4784784
2.6298387,-3.0474894,0.05088547,-2.3495607,1.2731048,-2.3483288,0.39979023,Category_9,Category_6,0.86339015
-4.0973635,-1.7463769,0.54846495,0.029105589,-0.5527019,-0.24923441,1.9756345,Category_8,Category_10,0.13021173
1.5530807,0.059749175,0.5127261,2.1045237,3.5527318,-3.6158798,1.245717,Category_6,Category_11,-1.4370133
-1.3070441,2.2085574,0.3704359,-2.8504348,0.8499924,1.5960133,3.1473565,Category_10,Category_7,-0.5642905
2.7761505,-0.9464215,2.9249077,3.1930149,4.010637,1.9922949,0.38560754,Category_11,Category_6,-0.5311706
-3.9747906,-1.5861396,0.58023137,-0.24914621,-0.72817653,1.350873,1.0747157,Category_9,Category_11,-0.5862349
-0.01154816,-2.556737,0.4176524,-1.8214232,0.8630928,-0.08400972,0.96618366,Category_18,Category_8,-0.4200185
-1.1924793,2.4468794,-0.5720606,-1.9501055,1.5208721,0.118547246,0.36186093,Category_7,Category_6,-0.5010695
2.4606557,-3.773,-0.22317733,-1.3905649,-0.63063127,-0.7548485,-0.06742646,Category_17,Category_8,-1.980644
-0.63586926,0.21090063,1.1729066,-2.288487,0.9205682,0.8757876,-0.9597386,Category_5,Category_7,0.37505254
-1.4974082,2.527899,-1.8927668,-0.25868616,-1.6894814,0.27136955,0.68056875,Category_13,Category_6,0.94785374
-0.40367106,-2.3513608,2.3433218,-1.1952121,-0.8390121,-0.19908036,-0.07126762,Category_15,Category_10,1.1147951
-2.6900463,-0.6580843,0.9639719,-0.7279928,-0.5058436,1.5592089,0.62414014,Category_7,Category_10,0.05742006
2.7396855,-3.0811377,1.2371763,-1.275829,-0.8581424,-1.5892973,-0.78220254,Category_13,Category_7,-0.35140535
-1.0226332,3.7808034,-0.85313857,-2.1380644,0.074136645,-0.9139226,1.6532214,Category_9,Category_8,0.22737171
-3.0785596,0.4260553,1.2852206,-0.5958502,1.2376411,0.32530907,-0.8834962,Category_10,Category_10,-1.5501148
0.90818995,-0.5726911,-0.057534203,-2.0363672,2.4769447,0.6622823,-0.33508396,Category_5,Category_6,0.64752996
0.72345597,-2.298212,-0.9651655,-1.584696,1.7025031,-2.290334,0.509931,Category_12,Category_9,0.35720566
2.3644497,-0.17517228,-1.1757075,-3.3007908,0.28998274,-1.4997122,-3.1560888,Category_6,Category_10,-0.20993048
2.966554,-0.4715679,1.8463107,0.18888067,-1.4364799,-2.4455783,-0.28957725,Category_9,Category_7,-0.56269026
0.6793057,1.2058791,0.89714766,4.2064786,1.2011074,-0.14252526,1.0376581,Category_9,Category_8,-1.0647011
0.09982052,0.36477306,2.0036333,2.2892516,2.5254006,-2.8473508,0.19980054,Category_8,Category_8,-0.8443067
2.588216,-3.0616326,0.906819,-1.5678198,0.7106452,-1.0595481,-2.0808136,Category_16,Category_7,-2.3257525
-0.66571677,2.1418073,1.3778203,-1.0383005,-1.3919957,2.6925535,2.043325,Category_12,Category_8,-1.5581591
0.9603166,-0.042506486,1.8425972,2.7101426,1.9324225,-2.7900558,0.43580943,Category_5,Category_9,-0.78600246
-3.333365,1.4254128,1.1057549,-0.61480165,0.310282,-0.067288324,0.65447336,Category_10,Category_11,-0.16749054
-3.4014626,0.14633337,0.40855962,-2.2405937,-0.38216096,-0.43827313,0.9915087,Category_11,Category_12,-1.5719545
-1.9750121,1.0311733,1.933996,0.39208332,1.086172,0.6998019,-2.4231594,Category_6,Category_10,-1.9563891
-1.4217142,-1.7942188,2.4125516,-3.0296195,1.7675588,1.4768411,0.21423806,Category_7,Category_10,-0.07205129
-1.3042587,2.007583,1.7640557,-1.5211136,0.41568914,-1.1099287,-0.9118073,Category_9,Category_9,-3.3605163
-3.4163122,-2.7381449,0.4733999,1.1087527,-0.6996088,1.4158524,-1.2404346,Category_9,Category_11,0.536557
1.514049,-0.35678935,4.577323,-0.55339164,0.3218644,-1.7511047,0.39315385,Category_15,Category_10,-0.3591015
1.8871958,-1.246589,3.7526755,0.8098415,2.7659633,-2.4690742,0.5610842,Category_11,Category_13,-0.28114086
0.25120413,-1.0098697,3.7711544,1.4107513,2.2559304,-1.7765905,0.32230026,Category_14,Category_13,0.3832046
5.2199183,-0.17563993,2.7758331,-1.552237,-1.3586966,-2.2587478,-1.2140906,Category_10,Category_8,-0.16110677
-3.717983,-2.6995108,0.7610616,-0.44555363,-0.37511742,0.15164256,0.8709157,Category_7,Category_13,-0.08981779
0.24102622,-0.38227636,-0.07141012,0.28267106,1.5584059,1.4283566,4.013725,Category_10,Category_10,0.27547267
-1.2073851,-0.06940912,-3.2207537,-1.9458709,0.6799132,0.66926956,0.44258198,Category_9,Category_10,2.4525824
-1.3752018,1.9102398,-0.06715356,-0.34494925,0.20382875,1.2396239,-1.1647938,Category_8,Category_10,-2.8107054
-1.629746,0.035483032,2.7766504,-1.6472379,-1.6899319,0.020099245,-0.6637342,Category_11,Category_12,-1.0861456
1.6695548,1.1414145,1.3384806,2.595852,0.06626403,-3.0913472,1.0616003,Category_10,Category_5,-0.45616034
-1.4802748,2.3183677,1.3648489,-1.8609871,-0.8000634,2.3234909,2.0736222,Category_11,Category_7,-1.5486164
-1.2248999,-1.4307463,1.2552257,-2.6464405,1.2267374,0.49624658,-0.6781496,Category_6,Category_7,0.9664308
-3.135631,0.9758961,1.1334462,-0.88469964,0.0944933,-0.0032086521,0.30961177,Category_8,Category_13,-1.6681536
3.3130538,-1.8068423,1.3785379,-1.3563385,-1.3827384,-2.6728935,-0.36061507,Category_7,Category_9,0.2115161
-4.0397553,-1.8728701,0.36640835,-0.28492892,-0.8719159,0.43234122,1.632402,Category_8,Category_11,-0.13293983
-0.66388917,0.051302467,-1.0168859,2.1275597,0.36044347,-0.14390847,1.0428897,Category_6,Category_11,2.49129
-1.1566932,-2.2670949,-2.0128708,-2.3776104,0.1342956,0.23975015,0.94599766,Category_10,Category_6,1.2298598
